custom_id,Index,Character,Pinyin,Radical,Strokes,Structure,Sentence,Words
0722,0722,法,"[""fǎ""]",氵,8,左右结构,每个人都必须遵守法律。,"[""法律"", ""法官"", ""法纪"", ""法则"", ""法术"", ""法力"", ""法宝"", ""法医"", ""现身说法"", ""约法三章""]"
0723,0723,渐,"[""jiàn""]",氵,11,左右结构,天气逐渐变暖。,"[""逐渐"", ""渐渐"", ""渐变"", ""渐进"", ""防微杜渐"", ""渐入佳境""]"
0724,0724,司,"[""sī""]",司 (dictionary),5,半包围结构,今天我跟上司大吵了一顿。,"[""司机"", ""公司"", ""司令"", ""司法"", ""各司其职"", ""司空见惯"", ""顶头上司"", ""司法机关""]"
0725,0725,假,"[""jiǎ""]",亻,11,左右结构,今年的假期你打算怎么过？,"[""虚假"", ""假如"", ""假设"", ""假定"", ""假装"", ""假扮"", ""假货"", ""假山"", ""弄虚作假"", ""不假思索""]"
0726,0726,缸,"[""gāng""]",缶,9,左右结构,洗完澡后请把浴缸洗干净。,"[""浴缸"", ""染缸"", ""酒缸"", ""顶缸"", ""烟灰缸""]"
0727,0727,别,"[""bié""]",刂,7,左右结构,我一点差别也看不出。,"[""送别"", ""离别"", ""分别"", ""告别"", ""别人"", ""识别"", ""别墅"", ""别致"", ""别来无恙"", ""别出心裁""]"
0728,0728,慌,"[""huāng""]",忄,12,左右结构,他不慌不忙地抬起头来。,"[""惊慌"", ""慌忙"", ""慌乱"", ""心慌"", ""兵慌马乱"", ""惊慌无措"", ""心慌意乱"", ""慌里慌张""]"
0729,0729,吓,"[""xià""]",口,6,左右结构,那些动物受到了枪声的惊吓。,"[""吓唬"", ""吓呆"", ""吓人"", ""惊吓""]"
0730,0730,叫,"[""jiào""]",口,5,左右结构,这个想法叫他乐得发狂了。,"[""叫喊"", ""叫卖"", ""叫好"", ""叫屈"", ""尖叫"", ""大喊大叫"", ""拍案叫绝""]"
0731,0731,块,"[""kuài""]",土,7,左右结构,中央是一块相当大的空地。,"[""石块"", ""土块"", ""一块"", ""块头"", ""血块"", ""版块""]"
0732,0732,使,"[""shǐ""]",亻,8,左右结构,你身边有一位守护天使。,"[""使劲"", ""天使"", ""使命"", ""使用"", ""使唤"", ""使馆"", ""出使"", ""使节""]"
0733,0733,劲,"[""jìn""]",力,7,左右结构,我使劲擦也擦不掉那污迹。,"[""有劲"", ""苍劲"", ""干劲"", ""酒劲"", ""刚劲有力"", ""干劲十足""]"
0734,0734,砸,"[""zá""]",石,10,左右结构,瓶子被砸碎了。,"[""砸碎"", ""砸开"", ""演砸了"", ""砸锅卖铁""]"
0735,0735,破,"[""pò""]",石,10,左右结构,白蚁经常破坏树木。,"[""破坏"", ""破旧"", ""破碎"", ""破灭"", ""破费"", ""破格"", ""破解"", ""破相"", ""国破家亡"", ""破绽百出""]"
0736,0736,救,"[""jiù""]",攴 (dictionary),11,左右结构,他救起了一个溺水的孩子。,"[""救命"", ""救火"", ""救援"", ""救星"", ""补救"", ""救灾"", ""救亡"", ""救活"", ""救兵"", ""救国"", ""救急"", ""救济"", ""无可救药"", ""救药"", ""救死"", ""扶伤""]"
0737,0737,称,"[""chēng"", ""chèn""]",禾,10,左右结构,他受到大家的一致称赞。,"[""称赞"", ""称病"", ""称谓"", ""称呼"", ""称号"", ""称量"", ""称兄道弟"", ""称心如意""]"
0738,0738,象,"[""xiàng""]",豕,11,独体结构,他给人的印象是满不在乎。,"[""大象"", ""象牙"", ""象棋"", ""象征"", ""气象"", ""形象"", ""想象"", ""景象"", ""盲人摸象"", ""气象万千""]"
0739,0739,官,"[""guān""]",宀,8,上下结构,清官难断家务事。,"[""官员"", ""官场"", ""当官"", ""官僚"", ""官府"", ""官官相护"", ""高官"", ""厚禄""]"
0740,0740,腿,"[""tuǐ""]",月,13,左右结构,她的脸、胳膊和腿晒黑了。,"[""大腿"", ""小腿"", ""压腿"", ""腿脚"", ""裤腿"", ""盘腿"", ""跑腿"", ""劈腿"", ""花拳绣腿""]"
0741,0741,柱,"[""zhù""]",木,9,左右结构,他是他们家的顶梁柱。,"[""柱子"", ""石柱"", ""铁柱"", ""柱石"", ""中流砥柱"", ""偷梁换柱""]"
0742,0742,议,"[""yì""]",讠,5,左右结构,会议的准备工作正在进行。,"[""会议"", ""建议"", ""提议"", ""议论"", ""非议"", ""议案"", ""商议"", ""议和"", ""无可非议"", ""从长计议""]"
0743,0743,杆,"[""gān""]",木,7,左右结构,操场中心有一根旗杆。,"[""杆子"", ""旗杆"", ""桅杆"", ""秤杆"", ""电杆"", ""杠杆""]"
0744,0744,秤,"[""chèng""]",禾,10,左右结构,能秤一下这块糖多重吗？,"[""秤杆"", ""秤砣"", ""台秤"", ""案秤""]"
0745,0745,倒,"[""dǎo"", ""dào""]",亻,10,左右结构,我给妈妈倒了一杯热茶。,"[""卧倒"", ""倒塌"", ""倒台"", ""打倒"", ""倒戈"", ""倒闭"", ""倒霉"", ""倒卖"", ""倒背如流"", ""倒打一耙""]"
0746,0746,艘,"[""sōu""]",舟,15,左右结构,那艘船停靠在码头边。,"[""一艘轮船""]"
0747,0747,沉,"[""chén""]",氵,7,左右结构,木头在水中不会沉没。,"[""下沉"", ""沉没"", ""沉浮"", ""沉稳"", ""沉淀"", ""沉痛"", ""沉迷"", ""沉睡"", ""沉鱼落雁"", ""昏昏沉沉""]"
0748,0748,止,"[""zhǐ""]",止,4,独体结构,今天的工作就到此为止。,"[""制止"", ""止痒"", ""止痛"", ""截止"", ""禁止"", ""止步"", ""止血"", ""叹为观止"", ""高山仰止""]"
0749,0749,微,"[""wēi""]",彳,13,左右结构,她嘴角上掠过一丝微笑。,"[""微笑"", ""稍微"", ""细微"", ""卑微"", ""微妙"", ""微小"", ""微型"", ""微乎其微"", ""谨小慎微""]"
0750,0750,矮,"[""ǎi""]",矢,13,左右结构,他们俩高矮差不多。,"[""矮小"", ""矮人"", ""高矮"", ""矮个"", ""低矮""]"
0751,0751,瘦,"[""shòu""]",疒,11 (dictionary),半包围结构,自去年以来她瘦了好多。,"[""瘦小"", ""消瘦"", ""清瘦"", ""瘦弱"", ""骨瘦如柴"", ""面黄肌瘦""]"
0752,0752,暗,"[""àn""]",日,13,左右结构,这是一个又冷又暗的夜晚。,"[""黑暗"", ""昏暗"", ""阴暗"", ""暗杀"", ""暗藏"", ""暗号"", ""暗中"", ""暗无天日"", ""明察暗访""]"
0753,0753,丑,"[""chǒu""]",丑 (dictionary),4,独体结构,家丑不可外扬。,"[""丑恶"", ""丑事"", ""出丑"", ""现丑"", ""丑闻"", ""小丑"", ""丑活"", ""丑陋"", ""丑态百出"", ""跳梁小丑""]"
0754,0754,闲,"[""xián""]",门,7,半包围结构,整天闲着不干事他可受不了。,"[""闲人"", ""闲散"", ""闲置"", ""闲暇"", ""闲散"", ""闲杂"", ""农闲"", ""闲逛"", ""闲话少说"", ""闲人免进""]"
0755,0755,旧,"[""jiù""]",日,5,左右结构,你应该把那些旧杂志都处理掉。,"[""陈旧"", ""怀旧"", ""旧病"", ""旧书"", ""叙旧"", ""旧货"", ""破旧"", ""念旧"", ""重修旧好"", ""除旧布新"", ""新仇旧恨"", ""重温旧梦""]"
0756,0756,海,"[""hǎi""]",氵,10,左右结构,在地平线上，海和天融为一色。,"[""大海"", ""海洋"", ""海岸"", ""海拔"", ""海盗"", ""海滩"", ""海归"", ""海带"", ""天南海北"", ""海底捞月""]"
0757,0757,鸥,"[""ōu""]",鸟,9,左右结构,一群海鸥在天空自由飞翔。,"[""海鸥"", ""沙鸥"", ""江鸥""]"
0758,0758,滩,"[""tān""]",氵,13,左右结构,海浪不断地击拍着沙滩。,"[""海滩"", ""沙滩"", ""河滩""]"
0759,0759,军,"[""jūn""]",冖,6,上下结构,他说海军表现得非常出色。,"[""军人"", ""军队"", ""将军"", ""军官"", ""海军"", ""军事"", ""军火"", ""军旗"", ""千军万马"", ""常胜将军""]"
0760,0760,舰,"[""jiàn""]",舟,10,左右结构,舰长出色地指挥军舰作战。,"[""军舰"", ""舰队"", ""舰船"", ""舰艇"", ""航空母舰""]"
0761,0761,帆,"[""fān""]",巾,6,左右结构,未来不会是一帆风顺的。,"[""帆船"", ""扬帆"", ""一帆风顺""]"
0762,0762,秧,"[""yāng""]",禾,10,左右结构,农民正在插秧苗。,"[""插秧"", ""秧苗"", ""秧歌""]"
0763,0763,稻,"[""dào""]",禾,15,左右结构,今年家里的水稻收成很好。,"[""水稻"", ""稻草"", ""稻田"", ""稻子"", ""稻米"", ""稻香"", ""杂交水稻""]"
0764,0764,塘,"[""táng""]",土,13,左右结构,你知道新公园有个池塘吗？,"[""池塘"", ""堤塘"", ""水塘"", ""鱼塘"", ""荷塘"", ""月色""]"
0765,0765,溪,"[""xī""]",氵,13,左右结构,一条小溪的河水蜿蜒流向大海。,"[""小溪"", ""溪边"", ""溪水""]"
0766,0766,竿,"[""gān""]",竹,9,上下结构,旗竿笔直地竖着。,"[""竹竿"", ""竿子"", ""立竿见影"", ""揭竿而起"", ""日上三竿""]"
0767,0767,铜,"[""tóng""]",钅,11,左右结构,铜管乐器的声音真好听。,"[""铜像"", ""青铜"", ""铜钱"", ""铜矿"", ""铜墙铁壁"", ""破铜烂铁""]"
0768,0768,号,"[""hào""]",口,5,上下结构,解放军吹响冲锋号角。,"[""等号"", ""句号"", ""编号"", ""号码"", ""信号"", ""型号"", ""外号"", ""对号"", ""入座"", ""发号施令""]"
0769,0769,领,"[""lǐng""]",页,11,左右结构,她带领我们参观了她自己的工厂。,"[""本领"", ""领会"", ""领班"", ""带领"", ""看家本领"", ""心领神会""]"
0770,0770,忘,"[""wàng""]",心,7,上下结构,他把学过的知识都忘了。,"[""忘掉"", ""忘记"", ""忘怀"", ""健忘"", ""难忘"", ""淡忘"", ""遗忘"", ""备忘"", ""过目不忘"", ""忘恩负义""]"
0771,0771,挖,"[""wā""]",扌,9,左右结构,他挖苦人的本领特别高明。,"[""挖掘"", ""挖苦"", ""开挖"", ""挖洞"", ""挖地"", ""挖空心思""]"
0772,0772,井,"[""jǐng""]",二,4,独体结构,石油从井口喷了出来。,"[""井口"", ""枯井"", ""矿井"", ""钻井"", ""井井有条"", ""坐井观天""]"
0773,0773,席,"[""xí""]",巾,10,半包围结构,委员会主席一职是轮流担任的。,"[""主席"", ""出席"", ""凉席"", ""宴席"", ""竹席"", ""酒席"", ""席位"", ""席地而坐"", ""一席之地""]"
0774,0774,导,"[""dǎo""]",寸,6,上下结构,老师教导我们不能欺侮低年级的弟弟妹妹。,"[""指导"", ""领导"", ""引导"", ""辅导"", ""导弹"", ""导演"", ""导师"", ""导游""]"
0775,0775,革,"[""gé""]",革,9,独体结构,我们正在多方面进行改革。,"[""革命"", ""变革"", ""皮革"", ""改革"", ""西装革履"", ""洗心革面""]"
0776,0776,命,"[""mìng""]",人,8,上下结构,他一直很服从党的命令。,"[""命名"", ""命题"", ""命运"", ""奉命"", ""命令"", ""认命"", ""命脉"", ""革命"", ""长命"", ""百岁"", ""爱财如命""]"
0777,0777,战,"[""zhàn""]",戈,9,左右结构,战士们准备进行一场恶战。,"[""战场"", ""战士"", ""战斗"", ""战车"", ""战友"", ""战功"", ""战争"", ""战俘"", ""背水一战"", ""战无不胜""]"
0778,0778,士,"[""shì""]",土,3,独体结构,全体士兵都决心奋战到底。,"[""战士"", ""士兵"", ""士气"", ""斗士"", ""勇士"", ""博士"", ""绅士"", ""女士"", ""招贤纳士"", ""士气"", ""大增""]"
0779,0779,解,"[""jiě"", ""xiè""]",角,13,左右结构,你有解决这个问题的办法吗？,"[""解开"", ""分解"", ""解释"", ""解剖"", ""土崩瓦解"", ""不求甚解"", ""浑身解数""]"
0780,0780,刻,"[""kè""]",刂,8,左右结构,他虽然不是很聪明，但是很刻苦。,"[""雕刻"", ""刻画"", ""刻字"", ""片刻"", ""刻苦"", ""刻板"", ""刻舟求剑""]"
0781,0781,念,"[""niàn""]",心,8,上下结构,这一概念引出了不少问题。,"[""思念"", ""想念"", ""纪念"", ""怀念"", ""理念"", ""念头"", ""念书"", ""念旧"", ""念念不忘"", ""万念俱灰""]"
0782,0782,王,"[""wáng""]",王,4,左右结构,听说王先生对父母很孝顺。,"[""王子"", ""王国"", ""大王"", ""王后"", ""目无王法"", ""成王败寇""]"
0783,0783,助,"[""zhù""]",力,7,左右结构,每当我遇到困难时，他总来帮助我。,"[""帮助"", ""助理"", ""助词"", ""辅助"", ""求助"", ""补助"", ""助手"", ""助长"", ""拔刀相助"", ""鼎力相助""]"
0784,0784,哨,"[""shào""]",口,10,左右结构,哨声响了比赛结束了。,"[""口哨"", ""哨子"", ""放哨"", ""哨兵"", ""哨声"", ""吹哨"", ""花哨"", ""哨所"", ""花里胡哨""]"
0785,0785,敌,"[""dí""]",舌,10,左右结构,他们的敌人善于先发制人。,"[""敌人"", ""敌军"", ""敌机"", ""敌情"", ""敌意"", ""情敌"", ""无敌"", ""仇敌"", ""天下无敌"", ""势均力敌""]"
0786,0786,荡,"[""dàng""]",艹,9,上下结构,他叫喊的声音回荡着山谷。,"[""荡漾"", ""飘荡"", ""扫荡"", ""游荡"", ""倾家荡产"", ""荡然无存""]"
0787,0787,顺,"[""shùn""]",页,9,左右结构,实习生顺利地通过了考核。,"[""顺利"", ""顺从"", ""顺序"", ""顺便"", ""温顺"", ""顺口"", ""顺畅"", ""一帆风顺"", ""名正言顺""]"
0788,0788,突,"[""tū""]",穴,9,上下结构,这消息实在太突然。,"[""突然"", ""突破"", ""突出"", ""突显"", ""突发"", ""突起"", ""突增"", ""突变"", ""突如其来"", ""突飞猛进""]"
0789,0789,枪,"[""qiāng""]",木,10 (dictionary),左右结构,侦察员单枪匹马深入敌后。,"[""手枪"", ""枪支"", ""刀枪"", ""枪杀"", ""枪毙"", ""标枪"", ""步枪"", ""枪法"", ""刀枪不入"", ""枪支弹药""]"
0790,0790,杀,"[""shā""]",木,6,上下结构,"我解放军从天而下,杀得敌人抱头鼠窜。","[""杀人"", ""杀害"", ""杀菌"", ""暗杀"", ""枪杀"", ""杀鸡"", ""杀一儆百""]"
0791,0791,害,"[""hài""]",宀,10,上下结构,他们突然感到很害怕。,"[""害怕"", ""害人"", ""要害"", ""迫害"", ""害羞"", ""杀害"", ""灾害"", ""伤天害理"", ""谋财害命""]"
0792,0792,英,"[""yīng (dictionary)""]",艹,8,上下结构,他身高六英尺七英寸。,"[""英雄"", ""英语"", ""英尺"", ""英才"", ""英俊"", ""英明"", ""英豪"", ""英文"", ""英勇"", ""善战"", ""巾帼英雄""]"
0793,0793,雄,"[""xióng""]",隹,12,左右结构,人们纷纷向那位英雄致敬。,"[""英雄"", ""雄壮"", ""雄风"", ""雄厚"", ""民族英雄"", ""雄心勃勃""]"
0794,0794,冲,"[""chōng""]",冫,6,左右结构,这种茶叶经得起多次冲泡。,"[""冲动"", ""冲刺"", ""缓冲"", ""冲洗"", ""冲锋陷阵"", ""怒发冲冠""]"
0795,0795,部,"[""bù""]",阝,10,左右结构,非洲的大部分地方是沙漠。,"[""部分"", ""全部"", ""部队"", ""部长"", ""干部"", ""外部"", ""部下"", ""部门"", ""内部"", ""矛盾"", ""按部就班""]"
0796,0796,宽,"[""kuān""]",宀,10,上下结构,宽容是她的一个优点。,"[""宽阔"", ""宽容"", ""宽松"", ""宽敞"", ""宽恕"", ""宽大"", ""宽带"", ""宽广"", ""宽宏大量"", ""待人宽厚""]"
0797,0797,虾,"[""xiā""]",虫,7 (dictionary),左右结构,他请我们吃一顿龙虾大餐。,"[""鱼虾"", ""龙虾"", ""虾米"", ""虾皮"", ""小虾"", ""虾仁"", ""虾壳"", ""虾兵蟹将""]"
0798,0798,脚,"[""jiǎo""]",月,11,左右结构,房间传来了咯吱咯吱的脚步声。,"[""脚丫"", ""脚步"", ""洗脚"", ""腿脚"", ""脚底"", ""脚气"", ""脚垫"", ""大手大脚"", ""指手画脚""]"
0799,0799,捡,"[""jiǎn""]",扌,10,左右结构,他们把东西从船上捡起。,"[""捡起"", ""捡拾"", ""捡鱼"", ""收捡""]"
0800,0800,贝,"[""bèi""]",贝,4,独体结构,孩子们在海滩捡贝壳。,"[""宝贝"", ""贝壳"", ""扇贝"", ""分贝""]"
0801,0801,壳,"[""ké"", ""qiào""]",土,7,上下结构,这类甲虫有坚硬的外壳。,"[""贝壳"", ""外壳"", ""蛋壳"", ""地壳"", ""金蝉脱壳""]"
0802,0802,原,"[""yuán""]",厂,10,半包围结构,我还在原来的地方等你。,"[""原来"", ""原始"", ""原因"", ""原料"", ""原野"", ""原则"", ""原理"", ""原谅"", ""原封不动"", ""情有可原""]"
0803,0803,奔,"[""bēn""]",大,8,上下结构,孩子们在花园里嬉戏奔跑。,"[""奔跑"", ""奔放"", ""奔走"", ""奔腾"", ""奔波"", ""奔驰"", ""东奔西走""]"
0804,0804,密,"[""mì""]",宀,11,上下结构,他一时没留神泄露了秘密。,"[""紧密"", ""茂密"", ""严密"", ""密封"", ""秘密"", ""保密"", ""精密"", ""密码"", ""亲密"", ""无间"", ""密不透风""]"
0805,0805,匹,"[""pǐ""]",匚,4,半包围结构,国王赏给那个士兵一匹马。,"[""匹敌"", ""匹夫"", ""匹配"", ""马匹"", ""单枪匹马"", ""匹夫之勇""]"
0806,0806,市,"[""shì""]",巾,5,上下结构,几个菜市场的格局差不多。,"[""城市"", ""市场"", ""市郊"", ""市民"", ""市区"", ""市长"", ""夜市"", ""市井之徒"", ""招摇过市""]"
0807,0807,楼,"[""lóu""]",木,13,左右结构,三楼有几间空着的办公室。,"[""楼房"", ""楼梯"", ""楼道"", ""楼层"", ""楼上"", ""楼板""]"
0808,0808,吹,"[""chuī""]",口,7,左右结构,早上的风把树都吹倒了。,"[""吹灭"", ""吹打"", ""吹动"", ""吹牛"", ""吹嘘"", ""鼓吹"", ""风吹雨打""]"
0809,0809,祝,"[""zhù""]",礻,9,左右结构,祝愿您健康、幸福。,"[""祝福"", ""祝贺"", ""祝愿"", ""祝寿"", ""庆祝"", ""预祝""]"
0810,0810,贺,"[""hè""]",贝,9,上下结构,我祝贺你的成功。,"[""贺喜"", ""贺岁"", ""贺礼"", ""祝贺"", ""道贺"", ""恭贺"", ""可喜可贺""]"
0811,0811,希,"[""xī""]",丷,7,上下结构,我很希望他说的是对的。,"[""希望"", ""希求"", ""希冀"", ""希腊""]"
0812,0812,祖,"[""zǔ""]",礻,9,左右结构,我要努力工作建设祖国。,"[""祖国"", ""祖父"", ""祖母"", ""祖宗"", ""祖业"", ""鼻祖"", ""祖师"", ""祖籍"", ""光宗耀祖"", ""开山鼻祖""]"
0813,0813,国,"[""guó""]",口,8,全包围结构,我爱我的祖国。,"[""国家"", ""国宝"", ""国内"", ""国土"", ""国防"", ""国产"", ""国歌"", ""富国强民"", ""安邦定国""]"
0814,0814,由,"[""yóu""]",由 (dictionary),5,独体结构,现在有理由提出这个问题。,"[""理由"", ""由于"", ""是由"", ""由来"", ""身不由己"", ""不由自主""]"
0815,0815,羽,"[""yǔ""]",羽,6,左右结构,两支羽毛球队打成平局。,"[""羽毛"", ""羽绒"", ""羽翼"", ""党羽"", ""羽扇纶巾""]"
0816,0816,丰,"[""fēng""]",一,4,独体结构,今年的粮食大丰收啊。,"[""丰收"", ""丰富"", ""丰盛"", ""丰满"", ""丰碑"", ""丰沛"", ""丰富多彩""]"
0817,0817,勇,"[""yǒng""]",力,9,上下结构,他是一个真正有勇气的人。,"[""勇敢"", ""勇气"", ""英勇"", ""奋勇"", ""勇士"", ""勇猛"", ""勇于"", ""自告奋勇"", ""有勇无谋""]"
0818,0818,敢,"[""gǎn""]",攴 (dictionary),11,左右结构,我可不敢做那么危险的事。,"[""勇敢"", ""敢问"", ""敢于"", ""不敢"", ""敢作敢当""]"
0819,0819,理,"[""lǐ""]",王,11,左右结构,今天我处理了一大批信件。,"[""心理"", ""条理"", ""理解"", ""理由"", ""理论"", ""理智"", ""总理"", ""管理"", ""合情"", ""合理"", ""不可理喻""]"
0820,0820,敬,"[""jìng""]",攵 (dictionary),12,左右结构,他是一个值得尊敬的人。,"[""尊敬"", ""敬仰"", ""敬佩"", ""敬重"", ""敬酒"", ""敬礼"", ""恭敬"", ""毕恭毕敬"", ""敬而远之""]"
0821,0821,度,"[""dù""]",广,9,半包围结构,飞机场挤满了去度假的人。,"[""高度"", ""风度"", ""角度"", ""制度"", ""度日如年"", ""风度翩翩""]"
0822,0822,厂,"[""chǎng""]",厂,2,独体结构,我的家乡新建了许多工厂。,"[""厂房"", ""厂长"", ""厂商"", ""厂家"", ""工厂"", ""钢厂"", ""矿厂""]"
0823,0823,甲,"[""jiǎ""]",田,5,独体结构,这类甲虫有坚硬的外壳。,"[""甲板"", ""甲虫"", ""甲鱼"", ""花甲"", ""指甲"", ""盔甲"", ""片甲不留""]"
0824,0824,申,"[""shēn""]",申,5,独体结构,他为他的发明申请了专利。,"[""申请"", ""申报"", ""申诉"", ""申购"", ""申辩""]"
0825,0825,句,"[""jù""]",口,5,独体结构,关于这件事一句话也别说。,"[""句子"", ""句号"", ""逐字逐句""]"
0826,0826,兄,"[""xiōng""]",儿,5,上下结构,兄弟姐妹应当和睦相处。,"[""兄弟"", ""堂兄"", ""表兄"", ""兄长"", ""弟兄"", ""兄嫂"", ""称兄"", ""道弟""]"
0827,0827,虚,"[""xū""]",虍,11,半包围结构,她说的话听起来有点儿虚伪。,"[""虚假"", ""虚心"", ""虚度"", ""虚名"", ""虚伪"", ""虚构"", ""虚胖"", ""虚汗"", ""趁虚而入"", ""弄虚作假""]"
0828,0828,骄,"[""jiāo""]",马,9,左右结构,大家都说他非常骄傲。,"[""骄傲"", ""骄横"", ""骄纵"", ""骄阳"", ""骄兵必败"", ""骄兵之计""]"
0829,0829,傲,"[""ào""]",亻,12,左右结构,我不能再忍受这样的傲慢。,"[""骄傲"", ""傲慢"", ""高傲"", ""孤傲"", ""傲骨"", ""傲气"", ""心高气傲""]"
0830,0830,淡,"[""dàn""]",氵,11,左右结构,淡泊名利的人生观是很多人所向往的。,"[""淡水"", ""冷淡"", ""淡泊"", ""淡忘"", ""淡季"", ""清淡"", ""平淡"", ""无奇""]"
0831,0831,诚,"[""chéng""]",讠,8,左右结构,他是诚心诚意地想帮助你。,"[""诚实"", ""诚恳"", ""诚挚"", ""忠诚"", ""诚然"", ""真诚"", ""诚信"", ""诚意"", ""心悦诚服"", ""开诚布公""]"
0832,0832,实,"[""shí""]",宀,8,上下结构,实践是检验真理的唯一标准。,"[""充实"", ""实话"", ""实际"", ""实践"", ""实施"", ""果实"", ""实在"", ""实惠"", ""货真价实"", ""荷枪实弹""]"
0833,0833,赢,"[""yíng""]",贝,17,上下结构,我下定决心要赢得冠军。,"[""输赢"", ""赢家""]"
0834,0834,赞,"[""zàn""]",贝,16,上下结构,他对这些话似乎非常赞赏。,"[""赞美"", ""赞扬"", ""赞助"", ""赞赏"", ""赞成"", ""称赞"", ""赞叹"", ""赞同"", ""赞不绝口""]"
0835,0835,招,"[""zhāo""]",扌,8,左右结构,我不知你现在有什么高招。,"[""招呼"", ""招收"", ""招聘"", ""招惹"", ""招供"", ""招待"", ""招生"", ""招兵买马"", ""不打自招""]"
0836,0836,翻,"[""fān""]",羽,18,左右结构,风把我的伞吹得翻过去了。,"[""推翻"", ""翻身"", ""翻开"", ""翻船"", ""翻译"", ""翻脸"", ""翻来覆去""]"
0837,0837,浇,"[""jiāo""]",氵,9,左右结构,大雨浇得他全身都湿透了。,"[""浇花"", ""浇水"", ""浇湿"", ""浇灭""]"
0838,0838,施,"[""shī""]",方,9,左右结构,我已经采取了几项措施。,"[""施工"", ""设施"", ""施法"", ""施展"", ""施肥"", ""施舍"", ""实施"", ""乐善好施"", ""无计可施""]"
0839,0839,肥,"[""féi""]",月,8,独体结构,这种肥皂起泡很多。,"[""肥胖"", ""肥肉"", ""肥沃"", ""肥料"", ""肥大"", ""减肥"", ""肥皂"", ""肥头大耳""]"
0840,0840,饿,"[""è""]",饣,10,左右结构,肚子饿了什么都好吃。,"[""饥饿"", ""饿狼"", ""挨饿""]"
0841,0841,候,"[""hòu""]",亻,10,左右结构,今年的气候同往年不一样。,"[""等候"", ""守候"", ""候选"", ""问候"", ""时候"", ""火候"", ""气候""]"
0842,0842,挑,"[""tiāo"", ""tiǎo""]",扌,9,左右结构,不要那么挑剔。,"[""挑选"", ""挑剔"", ""挑食"", ""挑错"", ""挑三拣四"", ""百里挑一"", ""挑拨"", ""挑明"", ""挑战""]"
0843,0843,担,"[""dān"", ""dàn""]",扌,8,左右结构,他非常适合担任这个工作。,"[""担任"", ""担当"", ""担待"", ""担负"", ""担保"", ""担心"", ""担架"", ""担忧"", ""担子"", ""扁担"", ""重担""]"
0844,0844,狮,"[""shī""]",犭,9,左右结构,狮子正在扑倒一条小牛。,"[""狮子"", ""舞狮"", ""雄狮"", ""海狮"", ""河东狮吼""]"
0845,0845,整,"[""zhěng""]",立 (dictionary),16,上下结构,她立刻就懂得了整个计划。,"[""整齐"", ""整洁"", ""整改"", ""整顿"", ""整体"", ""完整"", ""整理"", ""重整"", ""旗鼓"", ""整装"", ""待发""]"
0846,0846,练,"[""liàn""]",纟,8,左右结构,他练长跑已经不少日子了。,"[""练习"", ""训练"", ""练功"", ""练舞"", ""练车"", ""练就"", ""练兵"", ""训练有素"", ""勤学苦练""]"
0847,0847,习,"[""xí""]",乙 (dictionary),3,独体结构,这是一次出色的救护演习。,"[""实习"", ""学习"", ""习惯"", ""习俗"", ""习以为常"", ""陈规陋习""]"
0848,0848,滚,"[""gǔn""]",氵,13,左右结构,男孩子们在街上滚铁环。,"[""翻滚"", ""滚动"", ""滚烫"", ""连滚带爬"", ""滚瓜烂熟""]"
0849,0849,扑,"[""pū""]",扌,5,左右结构,消防官兵终于扑灭了大火。,"[""扑灭"", ""扑救"", ""扑克"", ""反扑"", ""扑面"", ""相扑"", ""扑腾"", ""飞蛾扑火"", ""饿虎扑食""]"
0850,0850,咬,"[""yǎo""]",口,9,左右结构,那狗在我腿上狠咬了一口。,"[""咬合"", ""咬定"", ""咬牙"", ""撕咬"", ""反咬一口"", ""一口咬定""]"
0851,0851,苦,"[""kǔ""]",艹,8,上下结构,他发出了一声短促的苦笑。,"[""刻苦"", ""苦恼"", ""辛苦"", ""苦闷"", ""苦瓜"", ""艰苦"", ""苦衷"", ""苦心"", ""愁眉"", ""苦脸"", ""苦口婆心""]"
0852,0852,懒,"[""lǎn""]",忄,16,左右结构,人就不能好吃懒做。,"[""懒惰"", ""偷懒"", ""懒散"", ""懒人"", ""好吃懒做""]"
0853,0853,洋,"[""yáng""]",氵,9,左右结构,大西洋把美洲和欧洲分隔开来。,"[""海洋"", ""洋溢"", ""洋葱"", ""洋气"", ""洋相"", ""漂洋过海"", ""喜气洋洋""]"
0854,0854,吞,"[""tūn""]",口,7,上下结构,他把巧克力一口吞下。,"[""吞吐"", ""吞咽"", ""吞并"", ""侵吞"", ""吞没"", ""吞食"", ""气吞山河""]"
0855,0855,将,"[""jiāng"", ""jiàng""]",寸,9,左右结构,我们这一问可把他将住了。,"[""将要"", ""将来"", ""将军"", ""即将"", ""大厦将倾"", ""将计就计"", ""损兵折将"", ""将令"", ""将进酒""]"
0856,0856,靠,"[""kào""]",非,15,上下结构,一个人的成功主要靠自己。,"[""可靠"", ""牢靠"", ""依靠"", ""靠背"", ""靠岸"", ""靠边"", ""靠山"", ""靠拢"", ""无依无靠""]"
0857,0857,应,"[""yīng""]",广,7,半包围结构,这件事他一口应承下来了。,"[""应该"", ""应当"", ""应有尽有"", ""应答"", ""呼应"", ""应接不暇""]"
